0	,1001,	大鵬華城,	38
1	,1002	,汐止火車站,	56
2	1003	汐止區公所	46
3	1004	國泰綜合醫院	56
4	1005	裕隆公園	40
5	1006	捷運大坪林站(3號出口)	32
6	1007	汐科火車站(北)	34
7	1008	興華公園	40
8	1009	三重國民運動中心	68
9	1010	捷運三重站(3號出口)	34
10	1011	樟樹國小	48
11	1012	金龍國小	52
12	1013	白雲國小	46
13	1014	東勢宜興活動中心	52
14	1015	後港公園	40
15	1016	福營行政中心	42
16	1017	西盛公園	36
